overall_rank,player_name,position,team,predicted_points,vor
403,Bryan Edwards,WR,KC,13.804720499599872,-7.716947146654305
404,Jacob Harris,WR,LA,13.804720499599872,-7.716947146654305
405,Tylan Wallace,WR,BAL,13.804720499599872,-7.716947146654305
406,Cade Johnson,WR,SEA,13.804720499599872,-7.716947146654305
407,Michael Bandy,WR,LAC,13.804720499599872,-7.716947146654305
408,Frank Darby,WR,ATL,13.804720499599872,-7.716947146654305
409,Kyle Philips,WR,TEN,13.804720499599872,-7.716947146654305
410,D'Wayne Eskridge,WR,SEA,13.804720499599872,-7.716947146654305
411,Lance McCutcheon,WR,LA,13.804720499599872,-7.716947146654305
412,Simione Fehoko,WR,DAL,13.804720499599872,-7.716947146654305
413,Racey McMath,WR,TEN,13.804720499599872,-7.716947146654305
414,Jaelon Darden,WR,CLE,13.804720499599872,-7.716947146654305
415,Dax Milne,WR,WAS,13.804720499599872,-7.716947146654305
416,Ihmir Smith-Marsette,WR,KC,13.804720499599872,-7.716947146654305
417,Trenton Irwin,WR,CIN,13.71358458887566,-7.826310239523359
418,Brandon Powell,WR,LA,13.67815889375371,-7.868821073669698
419,Clarence Board,WR,TEN,13.662490980821687,-7.887622569188127
420,Kenneth Golladay,WR,NYG,13.662490980821687,-7.887622569188127
421,Allen Robinson,WR,LA,13.662490980821687,-7.887622569188127
422,Damiere Byrd,WR,ATL,13.662490980821687,-7.887622569188127
423,Trent Taylor,WR,CIN,13.662490980821687,-7.887622569188127
424,Tanner Gentry,WR,BUF,13.662490980821687,-7.887622569188127
425,Cody Hollister,WR,TEN,13.662490980821687,-7.887622569188127
426,Jason Moore,WR,LAC,13.662490980821687,-7.887622569188127
427,Tanner Cracraft,WR,MIA,13.662490980821687,-7.887622569188127
428,Byron Pringle,WR,CHI,13.662490980821687,-7.887622569188127
429,Keith Kirkwood,WR,NO,13.662490980821687,-7.887622569188127
430,David Sills,WR,NYG,13.662490980821687,-7.887622569188127
431,KhaDarel Hodge,WR,ATL,13.662490980821687,-7.887622569188127
432,Keelan Cole,WR,LV,13.662490980821687,-7.887622569188127
433,Jamison Crowder,WR,BUF,13.662490980821687,-7.887622569188127
434,Jake Kumerow,WR,BUF,13.662490980821687,-7.887622569188127
435,Breshad Perriman,WR,TB,13.662490980821687,-7.887622569188127
436,Laquon Treadwell,WR,SEA,13.662490980821687,-7.887622569188127
437,Christian Conley,WR,TEN,13.662490980821687,-7.887622569188127
438,Sterling Shepard,WR,NYG,13.662490980821687,-7.887622569188127
439,Zachary Pascal,WR,PHI,13.662490980821687,-7.887622569188127
440,Michael Thomas,WR,BAL,13.662490980821687,-7.887622569188127
441,Pharoh Cooper,WR,ARI,13.662490980821687,-7.887622569188127
442,Marcus Johnson,WR,NYG,13.662490980821687,-7.887622569188127
443,Samuel Watkins,WR,BAL,13.662490980821687,-7.887622569188127
444,Michael Thomas,WR,NO,13.662490980821687,-7.887622569188127
445,Kevin White,WR,NO,13.662490980821687,-7.887622569188127
446,Ty Montgomery,WR,NE,13.662490980821687,-7.887622569188127
447,Jarvis Landry,WR,NO,13.662490980821687,-7.887622569188127
448,Nelson Agholor,WR,NE,13.662490980821687,-7.887622569188127
449,Phillip Dorsett,WR,HOU,13.662490980821687,-7.887622569188127
450,Robert Chosen,WR,ARI,13.662490980821687,-7.887622569188127
451,Marjahn Hart,WR,SEA,13.644140625575355,-7.9096429954837255
452,Nsimba Webster,WR,CHI,13.644140625575355,-7.9096429954837255
453,Tom Kennedy,WR,DET,13.644140625575355,-7.9096429954837255
454,Vanchii Jefferson,WR,LA,13.644140625575355,-7.9096429954837255
455,Hunter Renfrow,WR,LV,13.644140625575355,-7.9096429954837255
456,Tre'Quan Smith,WR,NO,13.644140625575355,-7.9096429954837255
457,James Washington,WR,NYG,13.644140625575355,-7.9096429954837255
458,Cedrick Wilson,WR,MIA,13.644140625575355,-7.9096429954837255
459,Justin Watson,WR,KC,13.644140625575355,-7.9096429954837255
460,Cameron Sims,WR,WAS,13.644140625575355,-7.9096429954837255
461,Tyron Johnson,WR,CIN,13.644140625575355,-7.9096429954837255
462,Alexander Mattison,RB,MIN,18.162681215273388,-8.018286239684466
463,Randall Cobb,WR,GB,13.457761131062602,-8.133298388899028
464,Kareem Hunt,RB,CLE,18.082880837107147,-8.137986806933826
465,Marquise Goodwin,WR,SEA,13.367039912244906,-8.242163851480266
466,James Robinson,RB,NYJ,17.989374710684064,-8.278245996568451
467,Quintorres Jones,WR,TB,13.323203655349475,-8.29476735975478
468,Joshua Gordon,WR,TEN,13.2975959489446,-8.32549660744063
469,John Brown,WR,BUF,13.028888416534,-8.647945646333351
470,Eugene Hilton,WR,DAL,13.028888416534,-8.647945646333351
471,Cole Beasley,WR,BUF,13.028888416534,-8.647945646333351
472,DeSean Jackson,WR,BAL,13.028888416534,-8.647945646333351
473,Adriel Green,WR,ARI,13.028888416534,-8.647945646333351
474,Breece Hall,RB,NYJ,17.731116615802865,-8.66563313889025
475,J.K. Dobbins,RB,BAL,17.553597993528548,-8.931911072301725
476,James Cook,RB,BUF,17.553597993528548,-8.931911072301725
477,Chuba Hubbard,RB,CAR,17.553597993528548,-8.931911072301725
478,Zaccheus Moss,RB,IND,17.553597993528548,-8.931911072301725
479,Kenyan Drake,RB,BAL,17.516230136551492,-8.98796285776731
480,Damien Harris,RB,NE,17.338711514277175,-9.254240791178784
481,Derrell Warren,RB,PIT,17.310057192352787,-9.297222274065367
482,Michael Burkhead,RB,HOU,17.261681366964964,-9.3697860121471
483,Deon Jackson,RB,IND,17.216367385800638,-9.43775698389359
484,Augustus Edwards,RB,BAL,17.21467335241607,-9.440298033970441
485,Eno Benjamin,RB,NO,17.147511930525678,-9.541040166806031
486,Clyde Edwards-Helaire,RB,KC,17.128441109905715,-9.569646397735974
487,Joshua McKissic,RB,WAS,17.060121265824854,-9.672126163857266
488,Alexander Horvath,RB,LAC,17.02452855918135,-9.725515223822525
489,Nyheim Hines,RB,BUF,17.001480906549265,-9.76008670277065
490,Melvin Gordon,RB,KC,16.991265810549894,-9.775409346769706
491,Ameer Abdullah,RB,LV,16.924421562849595,-9.875675718320155
492,Dontrell Hilliard,RB,TEN,16.906073033574994,-9.903198512232056
493,Kenneth Gainwell,RB,PHI,16.809395834186606,-10.048214311314638
494,Caleb Huntley,RB,ATL,16.72556701846444,-10.17395753489789
495,Justice Hill,RB,BAL,16.63187721191229,-10.314492244726113
496,Benjamin Snell,RB,PIT,16.63187721191229,-10.314492244726113
497,Ronnie Rivers,RB,LA,16.63187721191229,-10.314492244726113
498,None None,RB,MIA,16.63187721191229,-10.314492244726113
499,None None,RB,CHI,16.63187721191229,-10.314492244726113
500,Darrynton Evans,RB,CHI,16.63187721191229,-10.314492244726113
501,Malik Davis,RB,DAL,16.63187721191229,-10.314492244726113
502,Julius Chestnut,RB,TEN,16.63187721191229,-10.314492244726113
503,Jordan Mason,RB,SF,16.63187721191229,-10.314492244726113
504,Hassan Haskins,RB,TEN,16.63187721191229,-10.314492244726113
505,None None,RB,DET,16.63187721191229,-10.314492244726113
506,None None,RB,LV,16.63187721191229,-10.314492244726113
507,Tykevious Chandler,RB,MIN,16.63187721191229,-10.314492244726113
508,None None,RB,BAL,16.63187721191229,-10.314492244726113
509,None None,RB,ATL,16.63187721191229,-10.314492244726113
510,Kyren Williams,RB,LA,16.63187721191229,-10.314492244726113
511,Jarod Conner,RB,JAX,16.63187721191229,-10.314492244726113
512,Jerome Ford,RB,CLE,16.63187721191229,-10.314492244726113
513,Troy Hairston,RB,HOU,16.63187721191229,-10.314492244726113
514,Jonathan Ward,RB,TEN,16.63187721191229,-10.314492244726113
515,Kevin Harris,RB,NE,16.63187721191229,-10.314492244726113
516,Keaontay Ingram,RB,ARI,16.63187721191229,-10.314492244726113
517,Tyrion Davis-Price,RB,SF,16.63187721191229,-10.314492244726113
518,Pierre Strong,RB,NE,16.63187721191229,-10.314492244726113
519,Zamir White,RB,LV,16.63187721191229,-10.314492244726113
520,Patrick Taylor,RB,GB,16.63187721191229,-10.314492244726113
521,Kene Nwangwu,RB,MIN,16.63187721191229,-10.314492244726113
522,Anthony McFarland,RB,PIT,16.63187721191229,-10.314492244726113
523,Joshua Kelley,RB,LAC,16.63187721191229,-10.314492244726113
524,Demetric Felton,RB,CLE,16.63187721191229,-10.314492244726113
525,Trey Sermon,RB,PHI,16.63187721191229,-10.314492244726113
526,Zonovan Knight,RB,NYJ,16.63187721191229,-10.314492244726113
527,Kylin Hill,RB,GB,16.63187721191229,-10.314492244726113
528,Trestan Ebner,RB,CHI,16.63187721191229,-10.314492244726113
529,Tyler Badie,RB,DEN,16.63187721191229,-10.314492244726113
530,Spencer Brown,RB,CAR,16.63187721191229,-10.314492244726113
531,Isaiah Spiller,RB,LAC,16.63187721191229,-10.314492244726113
532,Javonte Williams,RB,DEN,16.63187721191229,-10.314492244726113
533,Elijah Mitchell,RB,SF,16.63187721191229,-10.314492244726113
534,Gary Brightwell,RB,NYG,16.63187721191229,-10.314492244726113
535,Salvon Ahmed,RB,MIA,16.63187721191229,-10.314492244726113
536,DeeJay Dallas,RB,SEA,16.63187721191229,-10.314492244726113
537,Avery Williams,RB,ATL,16.63187721191229,-10.314492244726113
538,Tony Jones,RB,SEA,16.63187721191229,-10.314492244726113
539,None None,RB,SF,16.63187721191229,-10.314492244726113
540,Ty Johnson,RB,NYJ,16.63187721191229,-10.314492244726113
541,Travis Homer,RB,SEA,16.63187721191229,-10.314492244726113
542,None None,RB,PIT,16.63187721191229,-10.314492244726113
543,Raheem Blackshear,RB,CAR,16.63187721191229,-10.314492244726113
544,None None,RB,KC,16.63187721191229,-10.314492244726113
545,None None,RB,MIN,16.63187721191229,-10.314492244726113
546,Chris Evans,RB,CIN,16.63187721191229,-10.314492244726113
547,None None,RB,BUF,16.63187721191229,-10.314492244726113
548,Trayveon Williams,RB,CIN,16.63187721191229,-10.314492244726113
549,J.J. Taylor,RB,NE,16.63187721191229,-10.314492244726113
550,Jaret Patterson,RB,WAS,16.63187721191229,-10.314492244726113
551,Larry Rountree,RB,LAC,16.63187721191229,-10.314492244726113
552,Rashaad Penny,RB,SEA,16.510680539213066,-10.496287253774948
553,Matthew Breida,RB,NYG,16.416990732660917,-10.636821963603172
554,Jordan Howard,RB,NO,16.416990732660917,-10.636821963603172
555,Jonathan Williams,RB,WAS,16.416990732660917,-10.636821963603172
556,Ty'Son Williams,RB,ARI,16.416990732660917,-10.636821963603172
557,JaMycal Hasty,RB,JAX,16.416990732660917,-10.636821963603172
558,Randy Johnson,RB,BUF,16.416990732660917,-10.636821963603172
559,Adam Prentice,RB,NO,16.416990732660917,-10.636821963603172
560,Corey Clement,RB,ARI,16.416990732660917,-10.636821963603172
561,Oluwadare Ogunbowale,RB,HOU,16.416990732660917,-10.636821963603172
562,Darrell Henderson,RB,JAX,16.416990732660917,-10.636821963603172
563,Dwayne Washington,RB,NO,16.416990732660917,-10.636821963603172
564,Ke'Shawn Vaughn,RB,TB,16.416990732660917,-10.636821963603172
565,D'Ernest Johnson,RB,CLE,16.416990732660917,-10.636821963603172
566,Reggie Bonnafon,RB,WAS,16.416990732660917,-10.636821963603172
567,Tevin Coleman,RB,SF,16.416990732660917,-10.636821963603172
568,Darrel Williams,RB,ARI,16.416990732660917,-10.636821963603172
569,Mike Davis,RB,BAL,16.416990732660917,-10.636821963603172
570,Craig Reynolds,RB,DET,16.416990732660917,-10.636821963603172
571,Jordan Wilkins,RB,IND,16.416990732660917,-10.636821963603172
572,Boston Scott,RB,PHI,16.416990732660917,-10.636821963603172
573,Justin Jackson,RB,DET,16.416990732660917,-10.636821963603172
574,Myles Gaskin,RB,MIA,16.416990732660917,-10.636821963603172
575,Malcolm Brown,RB,LA,16.416990732660917,-10.636821963603172
576,Godwin Igwebuike,RB,SEA,16.416990732660917,-10.636821963603172
577,Chase Edmonds,RB,DEN,16.416990732660917,-10.636821963603172
578,Ronald Jones,RB,KC,16.416990732660917,-10.636821963603172
579,Royce Freeman,RB,HOU,16.416990732660917,-10.636821963603172
580,Michael Boone,RB,DEN,16.416990732660917,-10.636821963603172
581,Sony Michel,RB,LAC,16.416990732660917,-10.636821963603172
582,Devine Ozigbo,RB,DEN,16.416990732660917,-10.636821963603172
583,Phillip Lindsay,RB,IND,16.416990732660917,-10.636821963603172
584,Marlon Mack,RB,DEN,16.416990732660917,-10.636821963603172
585,Damien Williams,RB,ATL,16.377028178260872,-10.69676579520324
586,Giovani Bernard,RB,TB,16.377028178260872,-10.69676579520324
587,David Johnson,RB,NO,16.377028178260872,-10.69676579520324
588,Brandon Bolden,RB,LV,16.375540997268445,-10.69899656669188
589,Mark Ingram,RB,NO,16.375540997268445,-10.69899656669188
