player_id,player_name,team,position,predicted_points,vor_value,position_rank,is_replacement_level,tier,age,bye_week,adp,adjusted_score,scarcity_multiplier,overall_rank,overall_tier,rb_tier,wr_tier,te_tier,qb_tier
00-0036275,D'Andre Swift,CHI,RB,10.016016209651687,3.8755271997656013,22,False,8,25,7,-1,4.65,1.2,26,8,4.0,,,
00-0035261,Tony Pollard,TEN,RB,9.988801277792819,3.848312267906733,23,False,8,25,7,-1,4.62,1.2,27,8,4.0,,,
00-0039893,Brian Thomas Jr.,JAX,WR,10.923143332812408,3.71317116897034,4,False,3,25,7,-1,3.71,1.0,28,8,,3.0,,
00-0039338,Brock Bowers,LV,TE,8.430553561961924,3.3682437107112824,2,False,2,25,7,-1,3.71,1.1,29,8,,,3.0,
00-0037744,Trey McBride,ARI,TE,8.274626955168554,3.212317103917912,3,False,2,25,7,-1,3.53,1.1,30,8,,,3.0,
00-0037238,Drake London,ATL,WR,10.279667540333838,3.0696953764917696,5,False,4,25,7,-1,3.07,1.0,31,8,,3.0,,
00-0034796,Lamar Jackson,BAL,QB,19.670159232576747,3.0695698372143134,1,False,1,25,7,-1,2.46,0.8,32,8,,,,4.0
00-0037525,Jordan Mason,SF,RB,8.844674911347218,2.7041859014611322,24,False,9,25,7,-1,3.25,1.2,33,8,4.0,,,
00-0036358,CeeDee Lamb,DAL,WR,9.883006677139425,2.673034513297357,6,False,5,25,7,-1,2.67,1.0,34,8,,4.0,,
00-0033858,Jonnu Smith,MIA,TE,7.680107282790959,2.6177974315403176,4,False,3,25,7,-1,2.88,1.1,35,8,,,3.0,
00-0039384,Tyrone Tracy Jr.,NYG,RB,8.754269126067665,2.61378011618158,25,False,9,25,7,-1,3.14,1.2,36,8,4.0,,,
00-0039910,Jayden Daniels,WAS,QB,19.18310651055073,2.5825171151882955,2,False,2,25,7,-1,2.07,0.8,37,8,,,,4.0
00-0037746,Brian Robinson,WAS,RB,8.686477524719908,2.545988514833823,26,False,9,25,7,-1,3.06,1.2,38,8,4.0,,,
00-0039915,Ladd McConkey,LAC,WR,9.716971160723292,2.506998996881223,7,False,6,25,7,-1,2.51,1.0,39,8,,4.0,,
00-0038134,Kenneth Walker III,SEA,RB,8.627772003117553,2.4872829932314673,27,False,9,25,7,-1,2.98,1.2,40,8,4.0,,,
00-0039337,Malik Nabers,NYG,WR,9.6202443700151,2.4102722061730324,8,False,6,25,7,-1,2.41,1.0,41,8,,4.0,,
00-0036407,Jerry Jeudy,CLE,WR,9.61744581393696,2.407473650094892,9,False,6,25,7,-1,2.41,1.0,42,8,,4.0,,
00-0035659,Terry McLaurin,WAS,WR,9.610520349541588,2.4005481856995194,10,False,6,25,7,-1,2.4,1.0,43,8,,4.0,,
00-0038994,Jordan Addison,MIN,WR,9.479265912496196,2.2692937486541274,11,False,6,25,7,-1,2.27,1.0,44,8,,4.0,,
00-0038996,Tucker Kraft,GB,TE,7.311132752535833,2.248822901285192,5,False,4,25,7,-1,2.47,1.1,45,8,,,3.0,
00-0034753,Mark Andrews,BAL,TE,7.259139171301477,2.1968293200508358,6,False,4,25,7,-1,2.42,1.1,46,8,,,3.0,
00-0034857,Josh Allen,BUF,QB,18.646224193643427,2.045634798280993,3,False,3,25,7,-1,1.64,0.8,47,8,,,,4.0
00-0036410,Tee Higgins,CIN,WR,9.247932232213822,2.0379600683717536,12,False,7,25,7,-1,2.04,1.0,48,8,,4.0,,
00-0039065,Sam LaPorta,DET,TE,7.097813790869472,2.03550393961883,7,False,4,25,7,-1,2.24,1.1,49,8,,,3.0,
00-0034827,DJ Moore,CHI,WR,9.222922504461549,2.01295034061948,13,False,7,25,7,-1,2.01,1.0,50,8,,4.0,,
00-0039165,Zach Charbonnet,SEA,RB,8.132587173518107,1.992098163632022,28,False,10,25,7,-1,2.39,1.2,51,8,4.0,,,
00-0039064,Zay Flowers,BAL,WR,9.197373485404905,1.987401321562836,14,False,7,25,7,-1,1.99,1.0,52,8,,4.0,,
00-0039075,Puka Nacua,LA,WR,9.186280771452351,1.9763086076102825,15,False,7,25,7,-1,1.98,1.0,53,8,,4.0,,
00-0038543,Jaxon Smith-Njigba,SEA,WR,9.17330104683391,1.9633288829918412,16,False,7,25,7,-1,1.96,1.0,54,8,,4.0,,
00-0039732,Bo Nix,DEN,QB,18.473261978996888,1.8726725836344542,4,False,3,25,7,-1,1.5,0.8,55,8,,,,4.0
00-0034855,Baker Mayfield,TB,QB,18.465115873932163,1.8645264785697293,5,False,3,25,7,-1,1.49,0.8,56,8,,,,4.0
00-0035676,A.J. Brown,PHI,WR,9.00714285612775,1.7971706922856816,17,False,8,25,7,-1,1.8,1.0,57,8,,4.0,,
00-0033040,Tyreek Hill,MIA,WR,8.881557592614422,1.671585428772354,18,False,8,25,7,-1,1.67,1.0,58,8,,4.0,,
00-0035228,Kyler Murray,ARI,QB,18.25786268513226,1.657273289769826,6,False,3,25,7,-1,1.33,0.8,59,8,,,,4.0
00-0034960,Jakobi Meyers,LV,WR,8.862469999470331,1.652497835628263,19,False,8,25,7,-1,1.65,1.0,60,8,,4.0,,
00-0036554,Nico Collins,HOU,WR,8.791011796267362,1.581039632425294,20,False,8,25,7,-1,1.58,1.0,61,8,,4.0,,
00-0037240,Jameson Williams,DET,WR,8.764359529695165,1.5543873658530964,21,False,8,25,7,-1,1.55,1.0,62,8,,4.0,,
00-0037267,Jerome Ford,CLE,RB,7.6813467899565975,1.540857780070512,29,False,11,25,7,-1,1.85,1.2,63,8,4.0,,,
00-0030506,Travis Kelce,KC,TE,6.575882840515846,1.5135729892652048,8,False,5,25,7,-1,1.66,1.1,64,8,,,4.0,
00-0031408,Mike Evans,TB,WR,8.649671802415838,1.43969963857377,22,False,8,25,7,-1,1.44,1.0,65,8,,4.0,,
00-0036875,Rhamondre Stevenson,NE,RB,7.576212564721701,1.435723554835616,30,False,11,25,7,-1,1.72,1.2,66,8,4.0,,,
00-0038555,Tank Bigsby,JAX,RB,7.564859950172173,1.4243709402860878,31,False,11,25,7,-1,1.71,1.2,67,8,4.0,,,
00-0037740,Garrett Wilson,NYJ,WR,8.619865255175156,1.409893091333088,23,False,8,25,7,-1,1.41,1.0,68,8,,4.0,,
00-0031381,Davante Adams,NYJ,WR,8.587235835777166,1.377263671935098,24,False,8,25,7,-1,1.38,1.0,69,8,,4.0,,
00-0036259,Jauan Jennings,SF,WR,8.486803661662975,1.2768314978209068,25,False,8,25,7,-1,1.28,1.0,70,8,,4.0,,
00-0034348,Courtland Sutton,DEN,WR,8.480089941772299,1.2701177779302304,26,False,8,25,7,-1,1.27,1.0,71,8,,4.0,,
00-0036912,DeVonta Smith,PHI,WR,8.46184075545306,1.2518685916109922,27,False,8,25,7,-1,1.25,1.0,72,8,,4.0,,
00-0033923,Kareem Hunt,KC,RB,7.2883064135234115,1.147817403637326,32,False,12,25,7,-1,1.38,1.2,73,8,4.0,,,
00-0033873,Patrick Mahomes,KC,QB,17.71783632859722,1.1172469332347852,7,False,4,25,7,-1,0.89,0.8,74,8,,,,4.0
00-0036894,Pat Freiermuth,PIT,TE,6.170177692807683,1.1078678415570415,9,False,6,25,7,-1,1.22,1.1,75,8,,,4.0,
00-0036040,Juwan Johnson,NO,TE,6.131439692439991,1.0691298411893495,10,False,6,25,7,-1,1.18,1.1,76,8,,,4.0,
00-0037256,Rachaad White,TB,RB,7.168461105382947,1.0279720954968612,33,False,12,25,7,-1,1.23,1.2,77,8,4.0,,,
00-0036970,Kyle Pitts,ATL,TE,6.074091138969418,1.0117812877187768,11,False,6,25,7,-1,1.11,1.1,78,8,,,4.0,
00-0034837,Calvin Ridley,TEN,WR,8.184467978696617,0.9744958148545484,28,False,9,25,7,-1,0.97,1.0,79,8,,4.0,,
00-0036442,Joe Burrow,CIN,QB,17.560822776145994,0.9602333807835599,8,False,4,25,7,-1,0.77,0.8,80,8,,,,4.0
00-0038997,Josh Downs,IND,WR,8.071833490452406,0.8618613266103372,29,False,9,25,7,-1,0.86,1.0,81,8,,4.0,,
00-0039918,Caleb Williams,CHI,QB,17.40789350914546,0.8073041137830259,9,False,4,25,7,-1,0.65,0.8,82,8,,,,4.0
00-0039849,Marvin Harrison Jr.,ARI,WR,7.999888531142492,0.7899163673004237,30,False,9,25,7,-1,0.79,1.0,83,8,,4.0,,
00-0034829,Mike Gesicki,CIN,TE,5.827217792298319,0.7649079410476771,12,False,7,25,7,-1,0.84,1.1,84,8,,,4.0,
00-0030061,Zach Ertz,WAS,TE,5.733804759738075,0.6714949084874338,13,False,7,25,7,-1,0.74,1.1,85,8,,,4.0,
00-0036355,Justin Herbert,LAC,QB,17.22522673188105,0.6246373365186173,10,False,4,25,7,-1,0.5,0.8,86,8,,,,4.0
00-0039146,Jayden Reed,GB,WR,7.644216200960633,0.43424403711856474,31,False,10,25,7,-1,0.43,1.0,87,8,,4.0,,
00-0033106,Jared Goff,DET,QB,17.006694977482468,0.4061055821200341,11,False,4,25,7,-1,0.32,0.8,88,8,,,,4.0
00-0038129,Cade Otton,TB,TE,5.422521472204927,0.3602116209542858,14,False,8,25,7,-1,0.4,1.1,89,8,,,4.0,
00-0030565,Geno Smith,SEA,QB,16.915857264974502,0.3152678696120681,12,False,4,25,7,-1,0.25,0.8,90,8,,,,4.0
00-0036389,Jalen Hurts,PHI,QB,16.79410056758122,0.19351117221878766,13,False,4,25,7,-1,0.15,0.8,91,8,,,,4.0
00-0037263,Tyler Allgeier,ATL,RB,6.274792237512294,0.1343032276262086,34,False,13,25,7,-1,0.16,1.2,92,8,4.0,,,
00-0034869,Sam Darnold,MIN,QB,16.731361509009925,0.13077211364749175,14,False,4,25,7,-1,0.1,0.8,93,8,,,,4.0
00-0037247,George Pickens,PIT,WR,7.3351396266477105,0.12516746280564206,32,False,11,25,7,-1,0.13,1.0,94,8,,4.0,,
00-0035640,DK Metcalf,SEA,WR,7.278732928341607,0.0687607644995385,33,False,11,25,7,-1,0.07,1.0,95,8,,4.0,,
00-0037261,Khalil Shakir,BUF,WR,7.2369488495988845,0.02697668575681611,34,False,11,25,7,-1,0.03,1.0,96,8,,4.0,,
00-0036309,Darnell Mooney,ATL,WR,7.229835071219363,0.019862907377294903,35,False,11,25,7,-1,0.02,1.0,97,8,,4.0,,
00-0037228,Jaylen Warren,PIT,RB,6.152283720742977,0.011794710856891655,35,False,13,25,7,-1,0.01,1.2,98,8,4.0,,,
00-0037834,Brock Purdy,SF,QB,16.600589395362434,0.0,15,True,4,25,7,-1,0.0,0.8,99,8,,,,4.0
00-0038794,Jaleel McLaughlin,DEN,RB,6.140489009886085,0.0,36,True,13,25,7,-1,0.0,1.2,100,8,4.0,,,
00-0033908,Cooper Kupp,LA,WR,7.209972163842068,0.0,36,True,11,25,7,-1,0.0,1.0,101,8,,4.0,,
00-0032392,Austin Hooper,NE,TE,5.0623098512506415,0.0,15,True,9,25,7,-1,0.0,1.1,102,8,,,4.0,
00-0033699,Austin Ekeler,WAS,RB,6.130285112129956,-0.01020389775612962,37,False,13,25,7,-1,-0.01,1.2,103,8,5.0,,,
00-0030279,Keenan Allen,CHI,WR,7.179688283439813,-0.030283880402255825,37,False,11,25,7,-1,-0.03,1.0,104,8,,5.0,,
00-0033090,Hunter Henry,NE,TE,4.941108770468158,-0.12120108078248304,16,False,9,25,7,-1,-0.13,1.1,105,8,,,5.0,
00-0039894,Xavier Worthy,KC,WR,7.070319351906156,-0.13965281193591217,38,False,11,25,7,-1,-0.14,1.0,106,8,,5.0,,
00-0036997,Javonte Williams,DEN,RB,5.971822550410515,-0.16866645947557046,38,False,13,25,7,-1,-0.2,1.2,107,8,5.0,,,
00-0034351,Dallas Goedert,PHI,TE,4.81088902972953,-0.2514208215211111,17,False,9,25,7,-1,-0.28,1.1,108,8,,,5.0,
00-0039363,Isaac Guerendo,SF,RB,5.853809220622635,-0.2866797892634505,39,False,13,25,7,-1,-0.34,1.2,109,8,5.0,,,
00-0038117,Wan'Dale Robinson,NYG,WR,6.895446578566042,-0.3145255852760265,39,False,12,25,7,-1,-0.31,1.0,110,8,,5.0,,
00-0030035,Adam Thielen,CAR,WR,6.855705671556154,-0.3542664922859142,40,False,12,25,7,-1,-0.35,1.0,111,8,,5.0,,
00-0036290,Cole Kmet,CHI,TE,4.6898886284205625,-0.37242122283007895,18,False,9,25,7,-1,-0.41,1.1,112,8,,,5.0,
00-0037838,Isaiah Likely,BAL,TE,4.652167156399158,-0.41014269485148347,19,False,9,25,7,-1,-0.45,1.1,113,8,,,5.0,
00-0038544,Quentin Johnston,LAC,WR,6.790932087200167,-0.41904007664190157,41,False,12,25,7,-1,-0.42,1.0,114,8,,5.0,,
00-0035644,Noah Fant,SEA,TE,4.642607681849509,-0.41970216940113225,20,False,9,25,7,-1,-0.46,1.1,115,8,,,5.0,
00-0039032,Tyjae Spears,TEN,RB,5.693155247721908,-0.44733376216417753,40,False,13,25,7,-1,-0.54,1.2,116,8,5.0,,,
00-0038951,Sean Tucker,TB,RB,5.644162877035526,-0.4963261328505597,41,False,13,25,7,-1,-0.6,1.2,117,8,5.0,,,
00-0036550,Rashod Bateman,BAL,WR,6.686188575057824,-0.5237835887842444,42,False,12,25,7,-1,-0.52,1.0,118,8,,5.0,,
00-0037809,Chig Okonkwo,TEN,TE,4.531571696774044,-0.5307381544765972,21,False,9,25,7,-1,-0.58,1.1,119,8,,,5.0,
00-0036328,Antonio Gibson,NE,RB,5.573886033242047,-0.5666029766440381,42,False,13,25,7,-1,-0.68,1.2,120,8,5.0,,,
00-0036973,Travis Etienne,JAX,RB,5.561809099862392,-0.578679910023693,43,False,13,25,7,-1,-0.69,1.2,121,8,5.0,,,
00-0039875,Ray Davis,BUF,RB,5.55135117660402,-0.5891378332820656,44,False,13,25,7,-1,-0.71,1.2,122,8,5.0,,,
00-0039919,Rome Odunze,CHI,WR,6.61976163300015,-0.5902105308419188,43,False,12,25,7,-1,-0.59,1.0,123,8,,5.0,,
00-0037197,Isiah Pacheco,KC,RB,5.465759423781233,-0.6747295861048528,45,False,13,25,7,-1,-0.81,1.2,124,8,5.0,,,
00-0033885,David Njoku,CLE,TE,4.383722505344804,-0.6785873459058376,22,False,9,25,7,-1,-0.75,1.1,125,8,,,5.0,
00-0035229,T.J. Hockenson,MIN,TE,4.370861827395662,-0.6914480238549796,23,False,9,25,7,-1,-0.76,1.1,126,8,,,5.0,
00-0034159,Will Dissly,LAC,TE,4.3552302314687505,-0.7070796197818909,24,False,9,25,7,-1,-0.78,1.1,127,8,,,5.0,
00-0023459,Aaron Rodgers,NYJ,QB,15.839570116799923,-0.761019278562511,16,False,5,25,7,-1,-0.61,0.8,128,8,,,,5.0
00-0038933,Dalton Kincaid,BUF,TE,4.2379690128636796,-0.8243408383869619,25,False,9,25,7,-1,-0.91,1.1,129,8,,,5.0,
00-0039798,Isaiah Davis,NYJ,RB,5.313613210048305,-0.8268757998377803,46,False,13,25,7,-1,-0.99,1.2,130,8,5.0,,,
00-0038041,Jake Ferguson,DAL,TE,4.234248405585102,-0.8280614456655391,26,False,9,25,7,-1,-0.91,1.1,131,8,,,5.0,
00-0037664,Alec Pierce,IND,WR,6.373168751837629,-0.8368034120044392,44,False,13,25,7,-1,-0.84,1.0,132,8,,5.0,,
00-0038551,Kendre Miller,NO,RB,5.238454668831746,-0.902034341054339,47,False,13,25,7,-1,-1.08,1.2,133,8,5.0,,,
00-0038124,Christian Watson,GB,WR,6.304912794954195,-0.9050593688878736,45,False,13,25,7,-1,-0.91,1.0,134,8,,5.0,,
00-0039874,Jaylen Wright,MIA,RB,5.22389035954592,-0.9165986503401653,48,False,13,25,7,-1,-1.1,1.2,135,8,5.0,,,
00-0036613,Jaylen Waddle,MIA,WR,6.281842089252766,-0.9281300745893022,46,False,13,25,7,-1,-0.93,1.0,136,8,,5.0,,
00-0038797,Emanuel Wilson,GB,RB,5.180194827947161,-0.9602941819389246,49,False,13,25,7,-1,-1.15,1.2,137,8,5.0,,,
00-0037509,Sincere McCormick,LV,RB,5.17437952501567,-0.9661094848704153,50,False,13,25,7,-1,-1.16,1.2,138,8,5.0,,,
00-0038611,Chris Rodriguez Jr.,WAS,RB,5.126965462747096,-1.0135235471389894,51,False,13,25,7,-1,-1.22,1.2,139,8,5.0,,,
00-0039794,Braelon Allen,NYJ,RB,5.100414490814483,-1.0400745190716023,52,False,13,25,7,-1,-1.25,1.2,140,8,5.0,,,
00-0035250,Devin Singletary,NYG,RB,5.08127551558782,-1.0592134942982652,53,False,13,25,7,-1,-1.27,1.2,141,8,5.0,,,
00-0038977,Tank Dell,HOU,WR,6.117384130547362,-1.0925880332947067,47,False,14,25,7,-1,-1.09,1.0,142,8,,5.0,,
00-0033280,Christian McCaffrey,SF,RB,5.00961606570882,-1.1308729441772654,54,False,13,25,7,-1,-1.36,1.2,143,8,5.0,,,
00-0036414,Cam Akers,MIN,RB,5.001088932947805,-1.13940007693828,55,False,13,25,7,-1,-1.37,1.2,144,8,5.0,,,
00-0036637,Noah Gray,KC,TE,3.9216436272215214,-1.14066622402912,27,False,10,25,7,-1,-1.25,1.1,145,8,,,5.0,
00-0036252,Michael Pittman,IND,WR,6.0521217494924375,-1.1578504143496309,48,False,14,25,7,-1,-1.16,1.0,146,8,,5.0,,
00-0039373,Audric Estimé,DEN,RB,4.980394057849986,-1.1600949520360997,56,False,13,25,7,-1,-1.39,1.2,147,8,5.0,,,
00-0037120,Tyler Goodson,IND,RB,4.967683912603802,-1.172805097282283,57,False,13,25,7,-1,-1.41,1.2,148,8,5.0,,,
00-0039163,C.J. Stroud,HOU,QB,15.41990855327247,-1.1806808420899646,17,False,6,25,7,-1,-0.94,0.8,149,8,,,,5.0
00-0039391,Kimani Vidal,LAC,RB,4.9434498611483635,-1.1970391487377219,58,False,13,25,7,-1,-1.44,1.2,150,8,5.0,,,
00-0034975,Justice Hill,BAL,RB,4.9297131487146295,-1.2107758611714559,59,False,13,25,7,-1,-1.45,1.2,151,8,5.0,,,
00-0039921,Trey Benson,ARI,RB,4.925988696175853,-1.2145003137102321,60,False,13,25,7,-1,-1.46,1.2,152,8,5.0,,,
00-0034383,Dalton Schultz,HOU,TE,3.8477064585192893,-1.2146033927313522,28,False,10,25,7,-1,-1.34,1.1,153,8,,,5.0,
00-0036924,Michael Carter,ARI,RB,4.92425402467607,-1.216234985210015,61,False,13,25,7,-1,-1.46,1.2,154,8,5.0,,,
00-0038636,Kenny McIntosh,SEA,RB,4.894180728774456,-1.246308281111629,62,False,13,25,7,-1,-1.5,1.2,155,8,5.0,,,
00-0034981,Foster Moreau,NO,TE,3.798968973578892,-1.2633408776717494,29,False,10,25,7,-1,-1.39,1.1,156,8,,,5.0,
00-0038608,Kayshon Boutte,NE,WR,5.946522759814344,-1.2634494040277247,49,False,14,25,7,-1,-1.26,1.0,157,8,,5.0,,
00-0034270,Tyler Conklin,NYJ,TE,3.78502139128048,-1.2772884599701615,30,False,10,25,7,-1,-1.41,1.1,158,8,,,5.0,
00-0026498,Matthew Stafford,LA,QB,15.319404459649059,-1.2811849357133749,18,False,6,25,7,-1,-1.02,0.8,159,8,,,,5.0
00-0033921,Chris Godwin,TB,WR,5.901008139351235,-1.3089640244908338,50,False,14,25,7,-1,-1.31,1.0,160,8,,5.0,,
00-0035689,Dawson Knox,BUF,TE,3.750346052953268,-1.3119637982973735,31,False,10,25,7,-1,-1.44,1.1,161,8,,,5.0,
00-0034972,Alexander Mattison,LV,RB,4.818133169710956,-1.3223558401751294,63,False,13,25,7,-1,-1.59,1.2,162,8,5.0,,,
00-0037816,Romeo Doubs,GB,WR,5.876829830608046,-1.3331423332340222,51,False,14,25,7,-1,-1.33,1.0,163,8,,5.0,,
00-0039916,Ricky Pearsall,SF,WR,5.854168792446603,-1.3558033713954654,52,False,14,25,7,-1,-1.36,1.0,164,8,,5.0,,
00-0038621,DeMario Douglas,NE,WR,5.845208480125757,-1.364763683716311,53,False,14,25,7,-1,-1.36,1.0,165,8,,5.0,,
00-0036919,Kenneth Gainwell,PHI,RB,4.758308567629112,-1.3821804422569732,64,False,13,25,7,-1,-1.66,1.2,166,8,5.0,,,
00-0037258,Dameon Pierce,HOU,RB,4.6981087570299245,-1.442380252856161,65,False,13,25,7,-1,-1.73,1.2,167,8,5.0,,,
00-0033881,Evan Engram,JAX,TE,3.5839360249145455,-1.478373826336096,32,False,10,25,7,-1,-1.63,1.1,168,8,,,5.0,
00-0037666,Jalen Tolbert,DAL,WR,5.706063042036159,-1.5039091218059095,54,False,14,25,7,-1,-1.5,1.0,169,8,,5.0,,
00-0036988,Josh Palmer,LAC,WR,5.705882634323794,-1.5040895295182741,55,False,14,25,7,-1,-1.5,1.0,170,8,,5.0,,
00-0039738,Blake Corum,LA,RB,4.631493510748019,-1.5089954991380665,66,False,13,25,7,-1,-1.81,1.2,171,8,5.0,,,
00-0039847,Theo Johnson,NYG,TE,3.54644549678145,-1.5158643544691914,33,False,10,25,7,-1,-1.67,1.1,172,8,,,5.0,
00-0037545,Rashid Shaheed,NO,WR,5.678644386334869,-1.5313277775071992,56,False,14,25,7,-1,-1.53,1.0,173,8,,5.0,,
00-0035537,Ty Johnson,BUF,RB,4.574359667688769,-1.5661293421973168,67,False,13,25,7,-1,-1.88,1.2,174,8,5.0,,,
00-0038685,Chris Brooks,GB,RB,4.518226563978125,-1.6222624459079604,68,False,13,25,7,-1,-1.95,1.2,175,8,5.0,,,
00-0039325,Carson Steele,KC,RB,4.502111643194751,-1.6383773666913344,69,False,13,25,7,-1,-1.97,1.2,176,8,5.0,,,
00-0037086,Grant Calcaterra,PHI,TE,3.422122409083684,-1.6401874421669573,34,False,10,25,7,-1,-1.8,1.1,177,8,,,5.0,
00-0034407,Ray-Ray McCloud,ATL,WR,5.566005526150272,-1.643966637691796,57,False,14,25,7,-1,-1.64,1.0,178,8,,5.0,,
00-0035628,D'Ernest Johnson,JAX,RB,4.491788776800286,-1.6487002330857994,70,False,13,25,7,-1,-1.98,1.2,179,8,5.0,,,
00-0035719,Deebo Samuel Sr.,SF,WR,5.546067378463675,-1.663904785378393,58,False,14,25,7,-1,-1.66,1.0,180,8,,5.0,,
00-0034364,Jordan Akins,CLE,TE,3.3891812068542913,-1.6731286443963502,35,False,10,25,7,-1,-1.84,1.1,181,8,,,5.0,
00-0038935,Brenton Strange,JAX,TE,3.3613526711120323,-1.7009571801386092,36,False,10,25,7,-1,-1.87,1.1,182,8,,,5.0,
00-0033955,Jeremy McNichols,WAS,RB,4.428320465366526,-1.7121685445195594,71,False,13,25,7,-1,-2.05,1.2,183,8,5.0,,,
00-0037239,Chris Olave,NO,WR,5.484060728814365,-1.7259114350277036,59,False,14,25,7,-1,-1.73,1.0,184,8,,5.0,,
00-0039901,Keon Coleman,BUF,WR,5.466133795470671,-1.7438383683713976,60,False,14,25,7,-1,-1.74,1.0,185,8,,5.0,,
00-0032104,Ameer Abdullah,LV,RB,4.376456222787316,-1.7640327870987695,72,False,13,25,7,-1,-2.12,1.2,186,8,5.0,,,
00-0036251,Zack Moss,CIN,RB,4.3545622511279625,-1.785926758758123,73,False,13,25,7,-1,-2.14,1.2,187,8,5.0,,,
00-0038040,Zamir White,LV,RB,4.323516462534042,-1.8169725473520435,74,False,13,25,7,-1,-2.18,1.2,188,8,5.0,,,
00-0034791,Nick Chubb,CLE,RB,4.310581574442012,-1.8299074354440732,75,False,13,25,7,-1,-2.2,1.2,189,8,5.0,,,
00-0036849,Tutu Atwell,LA,WR,5.37742119685224,-1.8325509669898281,61,False,14,25,7,-1,-1.83,1.0,190,8,,5.0,,
00-0035249,Josh Oliver,MIN,TE,3.2287721295645326,-1.8335377216861088,37,False,10,25,7,-1,-2.02,1.1,191,8,,,5.0,
00-0036906,Khalil Herbert,CIN,RB,4.301184814478724,-1.8393041954073617,76,False,13,25,7,-1,-2.21,1.2,192,8,5.0,,,
00-0038976,Marvin Mims Jr.,DEN,WR,5.359879180604865,-1.8500929832372037,62,False,14,25,7,-1,-1.85,1.0,193,8,,5.0,,
00-0037805,Jeremy Ruckert,NYJ,TE,3.1463921492463616,-1.91591770200428,38,False,10,25,7,-1,-2.11,1.1,194,8,,,5.0,
00-0035973,Patrick Taylor,SF,RB,4.214067955232694,-1.9264210546533915,77,False,13,25,7,-1,-2.31,1.2,195,8,5.0,,,
00-0038098,Pierre Strong,CLE,RB,4.161413731160527,-1.979075278725558,78,False,13,25,7,-1,-2.37,1.2,196,8,5.0,,,
00-0039066,Michael Mayer,LV,TE,3.0708295339429657,-1.9914803173076758,39,False,10,25,7,-1,-2.19,1.1,197,8,,,5.0,
00-0033925,D'Onta Foreman,CLE,RB,4.141613960067412,-1.9988750498186736,79,False,13,25,7,-1,-2.4,1.2,198,8,5.0,,,
00-0039855,Jalen McMillan,TB,WR,5.192108910978947,-2.0178632528631217,63,False,15,25,7,-1,-2.02,1.0,199,8,,5.0,,
00-0033357,Taysom Hill,NO,TE,3.043989840373236,-2.0183200108774053,40,False,10,25,7,-1,-2.22,1.1,200,8,,,6.0,
00-0037429,Raheem Blackshear,CAR,RB,4.095049820810233,-2.0454391890758528,80,False,13,25,7,-1,-2.45,1.2,201,8,5.0,,,
00-0039356,Ja'Tavion Sanders,CAR,TE,2.986184155435927,-2.0761256958147145,41,False,10,25,7,-1,-2.28,1.1,202,8,,,6.0,
00-0039793,AJ Barner,SEA,TE,2.9841948547134094,-2.078114996537232,42,False,10,25,7,-1,-2.29,1.1,203,8,,,6.0,
00-0036261,Brandon Aiyuk,SF,WR,5.129598092601942,-2.0803740712401266,64,False,15,25,7,-1,-2.08,1.0,204,8,,5.0,,
00-0038547,Luke Schoonmaker,DAL,TE,2.9505532075116645,-2.111756643738977,43,False,10,25,7,-1,-2.32,1.1,205,8,,,6.0,
00-0030578,Cordarrelle Patterson,PIT,RB,4.028263948207474,-2.112225061678611,81,False,13,25,7,-1,-2.53,1.2,206,8,5.0,,,
00-0039491,Jalen Coker,CAR,WR,5.090727033226097,-2.1192451306159716,65,False,15,25,7,-1,-2.12,1.0,207,8,,5.0,,
00-0037276,Ty Chandler,MIN,RB,4.015518658287668,-2.1249703515984173,82,False,13,25,7,-1,-2.55,1.2,208,8,5.0,,,
00-0037005,Tommy Tremble,CAR,TE,2.9343229787857656,-2.127986872464876,44,False,10,25,7,-1,-2.34,1.1,209,8,,,6.0,
00-0033246,Johnny Mundt,MIN,TE,2.9012261554191014,-2.16108369583154,45,False,10,25,7,-1,-2.38,1.1,210,8,,,6.0,
00-0038705,Emari Demercado,ARI,RB,3.9641302458044856,-2.1763587640816,83,False,13,25,7,-1,-2.61,1.2,211,8,5.0,,,
00-0036876,Kylen Granson,IND,TE,2.8793395389640084,-2.182970312286633,46,False,10,25,7,-1,-2.4,1.1,212,8,,,6.0,
00-0039851,Drake Maye,NE,QB,14.39530260459594,-2.2052867907664933,19,False,7,25,7,-1,-1.76,0.8,213,8,,,,5.0
00-0030564,DeAndre Hopkins,KC,WR,4.999905802358583,-2.2100663614834852,66,False,15,25,7,-1,-2.21,1.0,214,8,,5.0,,
00-0034184,Gus Edwards,LAC,RB,3.924090526471889,-2.2163984834141965,84,False,13,25,7,-1,-2.66,1.2,215,8,5.0,,,
00-0036422,Adam Trautman,DEN,TE,2.8415368185805865,-2.220773032670055,47,False,10,25,7,-1,-2.44,1.1,216,8,,,6.0,
00-0037594,Julius Chestnut,TEN,RB,3.879445541710477,-2.2610434681756084,85,False,13,25,7,-1,-2.71,1.2,217,8,5.0,,,
00-0035710,Daniel Jones,MIN,QB,14.339257760690861,-2.2613316346715724,20,False,7,25,7,-1,-1.81,0.8,218,8,,,,5.0
00-0039050,Payne Durham,TB,TE,2.7897366193753994,-2.272573231875242,48,False,10,25,7,-1,-2.5,1.1,219,8,,,6.0,
